Step,AgentID,Wealth,category,vision
,2538,32,ant,5
,2539,21,ant,5
,2540,24,ant,5
,2542,26,ant,5
,2543,15,ant,1
,2544,6,ant,5
,2545,22,ant,4
,2546,8,ant,3
,2548,35,ant,1
,2549,19,ant,3
,2551,24,ant,3
,2553,41,ant,2
,2554,17,ant,5
,2555,19,ant,4
,2556,17,ant,2
,2557,14,ant,5
,2559,44,ant,2
,2562,41,ant,5
,2565,27,ant,2
,2566,32,ant,3
,2569,50,ant,2
,2570,27,ant,5
,2571,17,ant,4
,2572,28,ant,2
,2574,32,ant,5
,2576,20,ant,4
,2577,19,ant,2
,2578,22,ant,4
,2580,27,ant,1
,2583,18,ant,5
,2585,18,ant,1
,2586,12,ant,5
,2587,26,ant,5
,2588,6,ant,5
,2589,33,ant,5
,2591,10,ant,4
,2592,35,ant,5
,2593,13,ant,5
,2594,25,ant,1
,2595,43,ant,3
,2596,6,ant,1
,2597,51,ant,5
,2598,50,ant,2
,2599,29,ant,2
15,2500,27,ant,3
,2501,37,ant,1
,2505,35,ant,2
,2508,26,ant,4
,2509,46,ant,4
,2510,2,ant,1
,2514,21,ant,5
,2515,23,ant,1
,2517,36,ant,2
,2519,15,ant,4
,2521,38,ant,5
,2523,18,ant,2
,2524,42,ant,4
,2526,42,ant,2
,2527,7,ant,1
,2530,24,ant,4
,2532,4,ant,2
,2533,7,ant,4
,2535,12,ant,1
,2536,10,ant,4
,2537,17,ant,3
,2538,34,ant,5
,2539,22,ant,5
,2540,25,ant,5
,2542,27,ant,5
,2543,14,ant,1
,2544,7,ant,5
,2545,24,ant,4
,2546,8,ant,3
,2548,37,ant,1
,2549,20,ant,3
,2551,26,ant,3
,2553,43,ant,2
,2554,18,ant,5
,2555,21,ant,4
,2556,19,ant,2
,2557,16,ant,5
,2559,46,ant,2
,2562,43,ant,5
,2565,29,ant,2
,2566,34,ant,3
,2569,52,ant,2
,2570,28,ant,5
,2571,19,ant,4
,2572,29,ant,2
,2574,33,ant,5
,2576,21,ant,4
,2577,20,ant,2
,2578,23,ant,4
,2580,28,ant,1
,2583,19,ant,5
,2585,18,ant,1
,2586,12,ant,5
,2587,28,ant,5
,2588,5,ant,5
,2589,34,ant,5
,2591,10,ant,4
,2592,36,ant,5
,2593,14,ant,5
,2594,26,ant,1
,2595,45,ant,3
,2596,5,ant,1
,2597,53,ant,5
,2598,52,ant,2
,2599,30,ant,2
16,2500,28,ant,3
,2501,39,ant,1
,2505,36,ant,2
,2508,27,ant,4
,2509,48,ant,4
,2510,2,ant,1
,2514,22,ant,5
,2515,24,ant,1
,2517,38,ant,2
,2519,15,ant,4
,2521,40,ant,5
,2523,18,ant,2
,2524,44,ant,4
,2526,44,ant,2
,2527,6,ant,1
,2530,25,ant,4
,2532,3,ant,2
,2533,8,ant,4
,2535,13,ant,1
,2536,11,ant,4
,2537,18,ant,3
,2538,36,ant,5
,2539,23,ant,5
,2540,26,ant,5
,2542,28,ant,5
,2543,14,ant,1
,2544,8,ant,5
,2545,26,ant,4
,2546,8,ant,3
,2548,39,ant,1
,2549,21,ant,3
,2551,28,ant,3
,2553,45,ant,2
,2554,19,ant,5
,2555,23,ant,4
,2556,21,ant,2
,2557,18,ant,5
,2559,48,ant,2
,2562,45,ant,5
,2565,31,ant,2
,2566,36,ant,3
